No.	Title	Link	Authors	Keywords
64	SSAP: Single-Shot Instance Segmentation With Affinity Pyramid	https://openaccess.thecvf.com/content_ICCV_2019/html/Gao_SSAP_Single-Shot_Instance_Segmentation_With_Affinity_Pyramid_ICCV_2019_paper.html	Naiyu Gao, Yanhu Shan, Yupei Wang, Xin Zhao, Yinan Yu, Ming Yang, Kaiqi Huang	
65	Learning Propagation for Arbitrarily-Structured Data	https://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Learning_Propagation_for_Arbitrarily-Structured_Data_ICCV_2019_paper.html	Sifei Liu, Xueting Li, Varun Jampani, Shalini De Mello, Jan Kautz	
66	MultiSeg: Semantically Meaningful, Scale-Diverse Segmentations From Minimal User Input	https://openaccess.thecvf.com/content_ICCV_2019/html/Liew_MultiSeg_Semantically_Meaningful_Scale-Diverse_Segmentations_From_Minimal_User_Input_ICCV_2019_paper.html	Jun Hao Liew, Scott Cohen, Brian Price, Long Mai, Sim-Heng Ong, Jiashi Feng	
67	Robust Motion Segmentation From Pairwise Matches	https://openaccess.thecvf.com/content_ICCV_2019/html/Arrigoni_Robust_Motion_Segmentation_From_Pairwise_Matches_ICCV_2019_paper.html	Federica Arrigoni, Tomas Pajdla	
68	InstaBoost: Boosting Instance Segmentation via Probability Map Guided Copy-Pasting	https://openaccess.thecvf.com/content_ICCV_2019/html/Fang_InstaBoost_Boosting_Instance_Segmentation_via_Probability_Map_Guided_Copy-Pasting_ICCV_2019_paper.html	Hao-Shu Fang, Jianhua Sun, Runzhong Wang, Minghao Gou, Yong-Lu Li, Cewu Lu	
69	Racial Faces in the Wild: Reducing Racial Bias by Information Maximization Adaptation Network	https://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Racial_Faces_in_the_Wild_Reducing_Racial_Bias_by_Information_ICCV_2019_paper.html	Mei Wang, Weihong Deng, Jiani Hu, Xunqiang Tao, Yaohai Huang	
70	Uncertainty Modeling of Contextual-Connections Between Tracklets for Unconstrained Video-Based Face Recognition	https://openaccess.thecvf.com/content_ICCV_2019/html/Zheng_Uncertainty_Modeling_of_Contextual-Connections_Between_Tracklets_for_Unconstrained_Video-Based_Face_ICCV_2019_paper.html	Jingxiao Zheng, Ruichi Yu, Jun-Cheng Chen, Boyu Lu, Carlos D. Castillo, Rama Chellappa	
71	Spatio-Temporal Fusion Based Convolutional Sequence Learning for Lip Reading	https://openaccess.thecvf.com/content_ICCV_2019/html/Zhang_Spatio-Temporal_Fusion_Based_Convolutional_Sequence_Learning_for_Lip_Reading_ICCV_2019_paper.html	Xingxuan Zhang, Feng Cheng, Shilin Wang	
72	Occlusion-Aware Networks for 3D Human Pose Estimation in Video	https://openaccess.thecvf.com/content_ICCV_2019/html/Cheng_Occlusion-Aware_Networks_for_3D_Human_Pose_Estimation_in_Video_ICCV_2019_paper.html	Yu Cheng, Bo Yang, Bo Wang, Wending Yan, Robby T. Tan	
73	Context-Aware Feature and Label Fusion for Facial Action Unit Intensity Estimation With Partially Labeled Data	https://openaccess.thecvf.com/content_ICCV_2019/html/Zhang_Context-Aware_Feature_and_Label_Fusion_for_Facial_Action_Unit_Intensity_ICCV_2019_paper.html	Yong Zhang, Haiyong Jiang, Baoyuan Wu, Yanbo Fan, Qiang Ji	
74	Distill Knowledge From NRSfM for Weakly Supervised 3D Pose Learning	https://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Distill_Knowledge_From_NRSfM_for_Weakly_Supervised_3D_Pose_Learning_ICCV_2019_paper.html	Chaoyang Wang, Chen Kong, Simon Lucey	
75	MONET: Multiview Semi-Supervised Keypoint Detection via Epipolar Divergence	https://openaccess.thecvf.com/content_ICCV_2019/html/Yao_MONET_Multiview_Semi-Supervised_Keypoint_Detection_via_Epipolar_Divergence_ICCV_2019_paper.html	Yuan Yao, Yasamin Jafarian, Hyun Soo Park	
76	Talking With Hands 16.2M: A Large-Scale Dataset of Synchronized Body-Finger Motion and Audio for Conversational Motion Analysis and Synthesis	https://openaccess.thecvf.com/content_ICCV_2019/html/Lee_Talking_With_Hands_16.2M_A_Large-Scale_Dataset_of_Synchronized_Body-Finger_ICCV_2019_paper.html	Gilwoo Lee, Zhiwei Deng, Shugao Ma, Takaaki Shiratori, Siddhartha S. Srinivasa, Yaser Sheikh	
